,Title,count,enrolled
548,MSCs For Treatment of Azoospermic Patients,1,100
549,Dose-escalation of Cellistem-OA in Patients With Knee Osteoarthritis,1,24
550,Mesenchymal Stem Cells for Treatment of Poor Graft Function After Allogeneic Hematopoietic Stem Cell Transplant,1,60
551,Autologous Bone Marrow Aspirate Concentrate Injection for the Treatment of Early Osteoarthritis:Baghdad 2022,1,60
552,Mesenchymal Stem Cells for Multiple Organ Dysfuntion Syndrome After Surgical Repaire of Acute Type A Aortic Dissection,1,60
553,Evaluate Safety and Efficacy of Intravenous Autologous ADMSc for Treatment of Idiopathic Pulmonary Fibrosis,1,60
554,ExoFlo™ Infusion for Post-Acute COVID-19 and Chronic Post-COVID-19 Syndrome,1,60
555,Difference Between Rehabilitation Therapy and Stem Cells Transplantation in Patients With Spinal Cord Injury in China,1,60
556,Autologous BM-MSC Transplantation in Combination With Platelet Lysate (PL) for Nonunion Treatment,1,60
557,Cellular Therapy for Type 1 Diabetes Using Mesenchymal Stem Cells,1,60
558,Allogeneic Mesenchymal Stem Cells for the Survivors of Ischemic Stroke Trial (ASSIST),1,60
559,A Phase I/II Study of Chondrogen Delivered by Intra-Articular Injection Following Meniscectomy,1,60
560,Clinical Study of Adipose Derived Mesenchymal Stem Cells for Treatment of Pulmonary Arterial Hypertension,1,60
561,PNEUMOSTEM for the Prevention and Treatment of Severe BPD in Premature Infants,1,60
562,Mesenchymal Stem Cell Transplantation for Osteoarthritis,1,60
563,Safety Study of Adult Mesenchymal Stem Cells (MSC) to Treat Acute Myocardial Infarction,1,60
564,Human Mesenchymal Stem Cells in the Synovial Fluid of the Hip,1,60
565,Clinical Study of Umbilical Cord Mesenchymal Stem Cells (UC-MSC) for Treatment of Knee Osteoarthritis,1,60
566,MSC for Treatment of Interstitial Lung Disease After Allo-HSCT,1,60
567,Mesenchymal Stem Cells Combined With Cord Blood for Treatment of Graft Failure,1,60
568,Allogenic Mesenchymal Stem Cells And Physical Therapy for MS Treatment,1,60
569,MesenchYmal STROMAL CELL Therapy in Patients With Chronic Myocardial Ischemia (MyStromalCell Trial),1,60
570,Allogeneic Mesenchymal Stem Cells in Osteoarthritis,1,60
571,Mesenchymal Stem Cell Therapy for SARS-CoV-2-related Acute Respiratory Distress Syndrome,1,60
572,Bone Tissue Engineering With Dental Pulp Stem Cells for Alveolar Cleft Repair,1,62
573,A Clinical Study of Mesenchymal Progenitor Cell Exosomes Nebulizer for the Treatment of Pulmonary Infection,1,60
574,Lomecel-B on Vaccine-Specific Antibody- Response in Subjects With Aging Frailty,1,62
575,Follow-up Safety and Efficacy Evaluation on Subjects Who Completed PNEUMOSTEM® Phase-II Clinical Trial,1,62
576,Safety Study of Mesenchymal Precursor Cells in Type 2 Diabetes,1,61
577,Clinical Study of Pulp Mesenchymal Stem Cells in the Treatment of Primary Mild to Moderate Knee Osteoarthritis,1,60
578,"Impact of Obesity, Chronic Kidney Disease and Type 2 Diabetes on Human Urinary Stem Cells",1,60
579,Allogenic Bone Marrow Stem Cells Transplantation in Patients With Liver Cirrhosis,1,60
580,Bone Mesenchymal Stem Cell (BMSC) Transplantation in Liver Cirrhosis Via Portal Vein,1,60
581,Seeded Cells on Matrix Plug Treating Crohn's Perianal Fistulas (STOMP-II),1,60
582,Intrathecal Autologous Adipose-derived Mesenchymal Stromal Cells for Amyotrophic Lateral Sclerosis (ALS),1,60
583,Collecting Bone Graft During Spinal Decompression and Posterolateral Lumbar Fusion to Better Define Bone Making Cells,1,60
584,Safety of Autologous MSC Infusion to Treat Epilepsy,1,60
585,Autologous Mesenchymal Stem Cells Transplantation In Women With Premature Ovarian Failure,1,60
586,Human Mesenchymal Stromal Cells For Acute Respiratory Distress Syndrome (START),1,60
587,Transplantation of Bone Marrow Derived Mesenchymal Stem Cells in Affected Knee Osteoarthritis by Rheumatoid Arthritis,1,60
588,Follow-up Study of Safety and Efficacy in Subjects Who Completed PNEUMOSTEM® Phase II (MP-CR-012) Clinical Trial,1,60
589,The Application of the Umbilical Cord Mesenchymal Stem Cells in the Complex Treatment of Chronic Heart Failure of Non-ischemic Etiology,1,60
590,Clinical Study of Cord Blood Mononuclear Cells (UCB-MNCs) in the Treatment of Knee Osteoarthritis,1,60
591,Safety and Effectiveness of Mesenchymal Stem Cells in the Treatment of Pneumonia of Coronavirus Disease 2019,1,60
592,Mesenchymal Stem Cells for Treatment of Refractory Chronic Graft-versus-host Disease,1,60
593,Allogeneic Mesenchymal Stromal Cells for Angiogenesis and Neovascularization in No-option Ischemic Limbs,1,60
594,A Phase II Dose-escalation Study to Assess the Feasibility and Safety of Transendocardial Delivery of Three Different Doses of Allogeneic Mesenchymal Precursor Cells (MPCs)in Subjects With Heart Failure,1,60
595,The Study of Heart Failure With Human Umbilical Cord Mesenchymal Stem Cells (19#iSCLife®-HF),1,60
596,Clinical Trial for Parkinson's Disease Using Allogeneic HB-adMSCs (Early and Moderate PD),1,60
597,Autologous Mesenchymal Stromal Cell Therapy in Heart Failure,1,59
598,Safety and Tolerability of Intravenous LLP2A-Alendronate for Osteopenia Secondary to Glucocorticoids,1,58
599,Human Mesenchymal Stem Cells For Moderate and Severe Bronchopulmonary Dysplasia,1,57
600,Safety and Efficacy of UC-MSCs in Patients With Plaque Psoriasis,1,57
601,"MV-NIS Infected Mesenchymal Stem Cells in Treating Patients With Recurrent Ovarian, Primary Peritoneal or Fallopian Tube Cancer",1,57
602,Clinical Study of ALLO-ASC-SHEET in Subjects With Diabetic Foot Ulcers,1,56
603,"A Single-arm,Phase IIa,Safety and Efficacy Trial of Selected MSCs in the Treatment of Patients With PSC & AiH",1,56
604,A Clinical Trial to Determine the Safety and Efficacy of Hope Biosciences Autologous Mesenchymal Stem Cell Therapy (HB-adMSCs) to Provide Protection Against COVID-19,1,56
605,Cellular Therapy for In Utero Repair of Myelomeningocele - The CuRe Trial,1,55
606,"A Randomized, Double-Blind, Placebo-Controlled Clinical Trial to Determine the Safety and Efficacy of Hope Biosciences Allogeneic Mesenchymal Stem Cell Therapy (HB-adMSCs) to Provide Protection Against COVID-19",1,55
607,The Use of Exosomes for the Treatment of Acute Respiratory Distress Syndrome or Novel Coronavirus Pneumonia Caused by COVID-19,1,55
608,"A Prospective Study of Remestemcel-L, Ex-vivo Cultured Adult Human Mesenchymal Stromal Cells, for the Treatment of Pediatric Participants Who Have Failed to Respond to Steroid Treatment for Acute Graft-Versus-Host Disease (aGVHD)",1,55
609,Follow-up Study of Chondrogen® Delivered by Intra-Articular Injection Following Meniscectomy,1,55
610,Autologous Adipose-derived Stem Cells (AdMSCs) for Rheumatoid Arthritis,1,54
611,Cellular Immuno-Therapy for COVID-19 ARDS Randomized Clinical Trial,1,54
612,A Follow-up Study to Evaluate the Safety of ALLO-ASC-DFU in ALLO-ASC-DFU-201 Clinical Trial,1,54
613,Bone Marrow Versus Adipose Autologous Mesenchymal Stem Cells for the Treatment of Knee Osteoarthritis,1,54
614,A First-in-Human Study of XSTEM-OA in Patients With Knee Osteoarthritis,1,54
615,Clinical Trial to Evaluate Efficacy and Safety of of Autologous Mesenchymal Stem Cells (MSC) Injected Intracavernously,1,54
616,Clinical Study to Evaluate Efficacy and Safety of ALLO-ASC-DFU in Patients With Diabetic Foot Ulcers,1,59
617,Phase II Combination Stem Cell Therapy for the Treatment of Severe Coronary Ischemia(CI),1,60
618,To Evaluate the Safety and Efficacy of IM and IV Administration of Autologous ADMSCs for Treatment of CLI,1,60
619,Effect of BM-MSCs on Chronic AMR After Kidney Transplantation,1,60
620,Treatment of Knee Osteoarthritis With Autologous Adipose-derived Mesenchymal Stem Cells,1,60
621,The Safety/Efficacy of hUC Mesenchymal Stem Cells（19#iSCLife®-OA） Therapy for Patients With Osteoarthritis,1,60
622,Clinical Plan of Ischemic Stroke,1,60
623,Effect of Implanting Allogenic Cytokines Derived From Human Amniotic Membrane (HAM) and Mesenchymal Stem Cells Derived From Human Umbilical Cord Wharton's Jelly (HUMCWJ) on Pain and Functioning of Knee Osteoarthritis,1,60
624,Combined CABG and Stem-Cell Transplantation for Heart Failure,1,60
625,PRG Combined With Autologous BMMSCs for Treatment of Diabetic Foot Ulcer,1,60
626,Senolytic Agents &Osteoarthritis,1,60
627,Allogenic Bone Marrow Stem Cell Transplantation in Liver Failure,1,60
628,Autologous Micro-fragmented Adipose Tissue Injection for Knee Osteoarthritis,1,60
629,Exosome of Mesenchymal Stem Cells for Multiple Organ Dysfuntion Syndrome After Surgical Repaire of Acute Type A Aortic Dissection,1,60
630,Efficacy and Safety of EXOSOME-MSC Therapy to Reduce Hyper-inflammation In Moderate COVID-19 Patients,1,60
631,BM-MNCs and UC-MSCs Infusion for Type 2 Diabetes Mellitus Patients,1,60
632,The STem Cell Application Researches and Trials In NeuroloGy-2 (STARTING-2) Study,1,60
633,MSC Intratissular Injection in Crohn Disease Patients,1,60
634,Study of Allogeneic Adipose-Derived Mesenchymal Stem Cells for Treatment of COVID-19 Acute Respiratory Distress,1,60
635,Treatment of Allergic Rhinitis and Chronic Polypous Rhinosinusitis With Olfactory Mucosa-derived Mesenchymal Stem Cells,1,60
636,Role of Stem Cells in Improving Implantation Rates in ICSI Patients,1,60
637,Mesenchymal Stromal Cells for the Treatment of Patients With COVID-19.,1,60
638,PROCHYMAL™ (Human Adult Stem Cells) for the Treatment of Moderate to Severe Chronic Obstructive Pulmonary Disease (COPD),1,62
639,PROCHYMAL® (Human Adult Stem Cells) for the Treatment of Recently Diagnosed Type 1 Diabetes Mellitus (T1DM),1,63
640,Mesenchymal Stem Cell Augmentation in Patients Undergoing Arthroscopic Rotator Cuff Repair,1,100
641,A Clinical Trial to Study the Efficacy and Safety of Different Doses of Bone Marrow Derived Mesenchymal Stem Cells in Patients With Critical Limb Ischemia Due to Buergers Disease,1,90
642,The Long-term Effect of Perinatal Tissue Mesenchyme Stem Cells in the Treatment for Caesarean Section Scars,1,90
643,Safety and Efficacy of Patient's Own AD-MSC and AD-HSC Transplantation in Patients With Severe Aplastic Anemia,1,90
644,To Evaluate the Efficacy and Safety of Hearticelgram®-AMI in Patients With Acute Myocardial Infarction.,1,90
645,NestaCell® Mesenchymal Stem Cell to Treat Patients With Severe COVID-19 Pneumonia,1,90
646,Safety and Efficacy of Allogeneic Adipose Tissue Mesenchymal Stem Cells in Diabetic Patients With Critical Limb Ischemia,1,90
647,Long Term Follow up Patients With Premature Ovarian Failure ex Vivo Gene Therapy,1,86
648,Intrathecal Transplantation of UC-MSC in Patients With Sub-Acute Spinal Cord Injury,1,84
649,MT2015-20: Biochemical Correction of Severe EB by Allo HSCT and Serial Donor MSCs,1,84
650,Hair Growth Efficacy and Safety of NGF-574H in Adult With Androgenic Alopecia,1,84
651,Trial of Bone-marrow Derived Mesenchymal Stromal Cells (MSC) for New Onset Chronic Lung Allograft Dysfunction,1,82
652,Autologous Osteoblastic Cells Implantation to Early Stage Osteonecrosis of the Femoral Head,1,82
653,Umbilical Cord Mesenchymal Stem Cell Treatment for Crohn's Disease,1,82
654,Phase 2 Trial of Mesenchymal Stem Cells in Systemic Lupus Erythematosus (MiSLE),1,81
655,Bone Marrow Mesenchymal Stem Cell Derived Extracellular Vesicles Infusion Treatment for ARDS,1,81
656,Intracoronary Autologous Mesenchymal Stem Cells Implantation in Patients With Ischemic Dilated Cardiomyopathy,1,80
657,Study Confirms or Refutes the Hypothesis That the Autologous Bone Marrow Concentrate Together With the Allograft is a Better Alternative for the Posterolateral Fusion in Spine Surgery Than the Allograft Alone,1,80
658,Safety and Efficacy of Injection of Human Placenta Mesenchymal Stem Cells Derived Exosomes for Treatment of Complex Anal Fistula,1,80
659,Laparoscopic Endoscopic Cooperative Surgery in the Treatment of Gastric Stromal Tumors,1,80
660,Randomized Double-Blind Phase 2 Study of Allogeneic HB-adMSCs for the Treatment of Chronic Post-COVID-19 Syndrome,1,80
661,Perinatal Tissue Mesenchyme Stem Cells in the Treatment for Caesarean Section Scars,1,90
662,Mesenchymal Stem Cells as First Treatment Line for Resistant Acute Graft Versus Host Disease,1,90
663,Clinical Study of ALLO-ASC-SHEET in Subjects With Diabetic Wagner Grade II Foot Ulcers,1,64
664,Administration of Mesenchymal Stem Cells in Patients With Chronic Ischemic Cardiomyopathy (MESAMI2),1,90
665,Umbilical Cord Mesenchymal Stem Cells Injection for Ocular Corneal Burn,1,100
666,Intracavitary Injection of hUMSCs in Acute Basal Ganglia Hematoma After Stereotactic Aspiration,1,100
667,Mesenchymal Stem Cell Infusion as Treatment for Steroid-Resistant Acute Graft Versus Host Disease (GVHD) or Poor Graft Function,1,100
668,Biologic Augmentation With Mesenchymal Stem Cells in Patients Undergoing Anterior Cruciate Ligament Reconstruction,1,100
669,Umbilical Cord Mesenchymal Stem Cells for Patients With Primary Biliary Cirrhosis,1,100
670,Transplantation of Autologous Bone Marrow Derived Stem Cells in Patients With Rheumatoid Arthritis,1,100
671,Human Autograft Mesenchymal Stem Cell Mediated Stabilization of The Degenerative Lumbar Spine,1,100
672,MSC Infusion for Anti-aging and Regenerative Therapy,1,100
673,Mesenchymal Stem Cells Co-transplantation in Alternative Donor Transplantation of Severe Aplastic Anemia.,1,100
674,A Single Dose of BRTX 100 for Patients With Chronic Lumbar Disc Disease (cLDD),1,99
675,Cord Blood Expansion on Mesenchymal Stem Cells,1,98
676,Extended Evaluation of PROCHYMAL® Adult Human Stem Cells for Treatment-Resistant Moderate-to-Severe Crohn's Disease,1,98
677,"CTC, Free DNA, Stem Cells and EMT-related Antigens as Biomarkers of Activity of Cabazitaxel in CRPC.",1,94
678,Dysfunctions of Human Muscle Stem Cells in Sepsis,1,93
679,Longterm Follow-up of Subjects With Diabetes 2 Type Treatment With ex Vivo Gene Therapy,1,91
680,A Study of UCB and MSCs in Children With CP: ACCeNT-CP,1,91
681,Safety and Efficiency of Method of Exosome Inhalation in COVID-19 Associated Pneumonia,1,90
682,Clinical Trial to Evaluate Efficacy and Safety of SMUP-IA-01 in Patients With Knee Osteoarthritis,1,90
683,Intestinal Microbiome Dynamics in Solid Organ and Stem Cell Transplant Recipients,1,90
684,Safety of Injection of Placental Mesenchymal Stem Cell Derived Exosomes for Treatment of Resistant Perianal Fistula in Crohn's Patients,1,80
685,Ultrasound-Guided Injections for Meniscal Injuries in Active-Duty Military,1,80
686,Autologous Transplantation of Mesenchymal Stem Cells for Treatment of Patients With Onset of Type 1 Diabetes,1,80
687,A Study on Pneumoconiosis Treated With Whole-lung Lavage Combined With Mesenchymal Stem Cells,1,80
688,Safety and Efficacy of Human Mesenchymal Stem Cells for Treatment of Liver Failure,1,70
689,Mesenchymal Stem Cells for Idiopathic Dilated Cardiomyopathy,1,70
690,Chondrochymal® for Subjects With Knee Osteoarthritis (Knee OA),1,70
691,Mesenchymal Stem Cells Infusion for aGVHD Prophylaxis Transplantation,1,70
692,Safety Study of Mesenchymal Stem Cells and Spinal Fusion,1,69
693,Efficacy and Safety Evaluation of Pneumostem® Versus a Control Group for Treatment of BPD in Premature Infants,1,69
694,Study on Autologous Osteoblastic Cells Implantation to Early Stage Osteonecrosis of the Femoral Head,1,68
695,"Double-Blind, Multicenter, Study to Evaluate the Efficacy of PLX PAD for the Treatment of COVID-19",1,66
696,Treatment of Severe Infections With Mesenchymal Stem Cells,1,66
697,Mesenchymal Stromal Cells to Treat Type 1 Diabetes in Children and Adolescents,1,66
698,Mesenchymal Stromal Cells for the Treatment of SARS-CoV-2 Induced Acute Respiratory Failure (COVID-19 Disease),1,66
699,Mesenchymal Stem Cells Transplantation for Ischemic-type Biliary Lesions,1,66
700,Clinical Study of Human Umbilical Cord Mesenchymal Stem Cells in the Treatment of Premature Ovarian Insufficiency,1,66
701,Intrathecal Transplantation of UC-MSC in Patients With Early Stage of Chronic Spinal Cord Injury,1,66
702,Mesenchymal Stromal Cells for Acute Graft Versus Host Disease,1,66
703,Collection of Bone Marrow From Healthy Volunteers and Patients for the Production of Clinical Bone Marrow Stromal Cell (BMSC) Products,1,65
704,The Transendocardial Autologous Cells (hMSC or hBMC) in Ischemic Heart Failure Trial (TAC-HFT),1,65
705,AllogeneiC Human Mesenchymal Stem Cells (hMSC) in Patients With Aging FRAilTy Via IntravenoUS Delivery,1,65
706,Safety and Exploratory Efficacy Study of UCMSCs in Patients With Ischemic Heart Disease (SEESUPIHD),1,64
707,Mesenchymal Stromal Cell Therapy in Renal Recipients,1,70
708,Regenerative Medicine for COVID-19 and Flu-Elicited ARDS Using Lomecel-B (RECOVER),1,70
709,Cord Blood-Derived Mesenchymal Stem Cells for the Treatment of COVID-19 Related Acute Respiratory Distress Syndrome,1,70
710,Effect of NF-кB Dependent Proinflammation on Osteogenic Differentiation of the Mesenchymal Stem Cells in Type 2 Diabetes,1,75
711,Clinical Trial of Mesenchymal Stem Cells in the Treatment of Severe Acute Kidney Injury,1,80
712,Clinical Trial to Evaluate the Efficacy and Safety of Stem Cells,1,80
713,The Immunomodulatory Effect of Antrifibrinolytic (Tranexamic Acid) in Total Knee Arthroplasty,1,80
714,Safety and Efficacy of Intracoronary Adult Human Mesenchymal Stem Cells After Acute Myocardial Infarction,1,80
715,Cell Transplant in Spinal Cord Injury Patients,1,80
716,Stem Cell and Conditioned Medium for Cerebral Palsy,1,78
717,Phase Ⅱ Clinical Study of Human Umbilical Cord Mesenchymal Stem Cells in the Treatment of Venous Leg,1,76
718,Randomized Double-Blind Placebo-Controlled Adaptive Design Trial Of Intrathecally Administered Autologous Mesenchymal Stem Cells In Multiple System Atrophy,1,76
719,Evaluate the Safety and Efficacy of Allogeneic Umbilical Cord Mesenchymal Stem Cells in Patients With COVID-19,1,75
720,The Effectiveness of Adding Allogenic Stem Cells After Traditional Treatment of Osteochondral Lesions of the Talus,1,70
721,Efficacy of Micro-fragmented Adipose Tissue Injection for Knee Osteoarthritis.,1,75
722,"Allogeneic ABCB5-positive Dermal Mesenchymal Stromal Cells for Treatment of Epidermolysis Bullosa (Phase III, Cross-over)",1,74
723,Autologous Adipose Derived Mesenchymal Stem Cells (AMSC) in Reducing Hemodialysis Arteriovenous Fistula Failure,1,74
724,Evaluation of PROCHYMAL® for Treatment-refractory Moderate-to-severe Crohn's Disease,1,73
725,Allogeneic Mesenchymal Stem Cells for Osteoarthritis,1,72
726,Donor Bone Marrow Derived Mesenchymal Stem Cells in Controlling Heart Failure in Patients With Cardiomyopathy Caused by Anthracyclines,1,72
727,Umbilical Cord Mesenchymal Stem Cells for Immune Reconstitution in HIV-infected Patients,1,72
728,REVIVE(Randomized Exploratory Clinical Trial to Evaluate the Safety and Effectiveness of Stem Cell Product in Alcoholic Liver Cirrhosis Patient),1,72
729,Treatment of Tendon Injury Using Allogenic Adipose-derived Mesenchymal Stem Cells (Rotator Cuff Tear),1,24
730,Safety and Efficacy of FURESTEM-CD Inj. in Patients With Moderately Active Crohn's Disease(CD),1,24
731,A Pilot Clinical Study on Inhalation of Mesenchymal Stem Cells Exosomes Treating Severe Novel Coronavirus Pneumonia,1,24
732,Effectiveness and Safety of Mesenchymal Stem Cell (MSC) Implantation on Degenerative Discus Disease Patients,1,10
733,Allogeneic Adipose Derived Stem Cells for Werdnig Hoffman Patients,1,10
734,Evaluation of Autologous Adipose Derived Mesenchymal Stromal Cells (AD-MSC) Transplantation in Ultra Filtration Failure (UFF),1,10
735,Mensenchymal Stem Cell (MSC) Included in OrthADAPT Membrane for Rotator Cuff Tears Repair,1,10
736,Exploring the Efficacy and Safety of CS20AT04 (Allogenic Bone Marrow-Derived Stem Cell) in Systemic Lupus Erythematosus Patients,1,10
737,Administration of Expanded Autologous Adult Bone Marrow Mesenchymal Cells in Established Chronic Spinal Cord Injuries,1,10
738,Prochymal™ Adult Human Mesenchymal Stem Cells for Treatment of Moderate-to-severe Crohn's Disease,1,10
739,Enhancing Guided Bone Regeneration by Modifying a Resorbable Membrane,1,10
740,Evaluate Safety of Adipose Derived Mesenchymal Stem Cell Transplantation for Type 1 Diabetes Treatment,1,10
741,hUC Mesenchymal Stem Cells (19#iSCLife®-CSD) Therapy for Patients With Healing Poor After Uterus Injury,1,10
742,Exploratory Efficacy Study of NEUROSTEM® in Subjects Who Control Group of NEUROSTEM®,1,9
743,Safety and Efficacy Evaluation of PNEUMOSTEM® Treatment in Premature Infants With Bronchopulmonary Dysplasia,1,9
744,Therapeutic Study to Evaluate the Safety and Efficacy of DW-MSC in COVID-19 Patients,1,9
745,BC-101 in Treatment of Nasolabial Fold Wrinkles,1,9
746,Evaluating Safety and Efficacy of Mesenchymal Stem Cells From Umbilical Cord,1,9
747,Safety and Tolerability of CS10BR05 Inj. in Subjects With Multiple System Atrophy,1,9
748,Treatment of Respiratory Complications Associated With COVID-19 Infection Using ProTrans®,1,9
749,Cellular Immunotherapy for Septic Shock: A Phase I Trial,1,9
750,Follow-Up Study of Safety and Efficacy of Pneumostem® in Premature Infants With Bronchopulmonary Dysplasia,1,9
751,Efficacy of Wharton Jelly in Erectile Dysfunction,1,9
752,Use of Wharton Jelly Derived Mesenchymal Stem Cells for Knee Osteoarthrosis,1,10
753,Perinatal Arterial Stroke Treated With Stromal Cells Intranasally,1,10
754,Tissue Engineered Constructs for Alveolar Cleft Repair,1,10
755,Safety of Umbilical Cord Mesenchymal Stem Cell Local Intramuscular Injection for Treatment of Uterine Scars,1,10
756,Allogeneic BM-MSCs in Patients With Lumbar Facet Arthropathy,1,10
757,Evaluate the Safety and Explore Efficacy of Umbilical Cord Mesenchymal Stem Cells in Acute Myocardial Infarction,1,10
758,Mesenchymal Stromal Cells (MSCs) for the Treatment of Graft Versus Host Disease (GVHD),1,10
759,"Evaluation of Maximum Tolerated Dose, Safety and Efficiency of MSC11FCD Therapy to Recurrent Glioblastoma Patients",1,10
760,Treatment of Chronic Medium-severe Periodontitis With Mesenchymal Stem Cells Predifferentiated in Osteogenic Direction,1,10
761,Mesenchymal Stem Cells to Intervene in the Development of Type 1 Diabetes: a Blinded Randomized Study,1,10
762,Effect Of Mesenchymal Stem Cells Transfusion on the Diabetic Peripheral Neuropathy Patients .,1,10
763,Umbilical Cord Derived Mesenchymal Stem Cells Therapy in Aplastic Anemia,1,10
764,Effect on Allogenic Mesenchymal Stem Cells on Osseointegration of Dental Implants,1,10
765,Treatment of Refractory Systemic Lupus Erythematosus by Allogeneic Mesenchymal Stem Cells Derived From the Umbilical Cord,1,10
766,Transplantation of Bone Marrow Mesenchymal Stem Cell in Crohn's Disease,1,10
767,Treatment of Severe Acute Respiratory Distress Syndrome With Allogeneic Bone Marrow-derived Mesenchymal Stromal Cells,1,10
768,The Use of Expandeded Mesenchymal Stromal Cells (MSC) in Premature Ovarian Failure (POF) in Adult Humans,1,10
769,Clinical Study on the Use of Symbios Xenograft for Sinus Floor Elevation,1,10
770,Mesenchymal Stem Cells in Multiple Sclerosis (MSCIMS),1,10
771,Safety and Efficacy of Mesenchymal Stem Cells in Newly-diagnosed Type 1 Diabetic Patients,1,10
772,Allogeneic Mesenchymal Stem Cells for Radiation-induced Hyposalivation and Xerostomia/Dry Mouth,1,10
773,MSC EVs in Dystrophic Epidermolysis Bullosa,1,10
774,Human Umbilical Cord-Mesenchymal Stem Cells for Pneumoconiosis,1,10
775,The Maximum Tolerated Dose of Mesenchymal Stem Cells From Umbilical Cord,1,9
776,Safety Study and Preliminary Efficacy of Infusion Haploidentical Mesenchymal Stem Cells Derived From Bone Marrow for Treating Recessive Dystrophic Epidermolysis Bullosa,1,9
777,Utilization of AMSC to Enhance Rotator Cuff Repair - Safety and Efficacy,1,9
778,Phase I-II Clinical Trial With Autologous Bone Marrow Derived Mesenchymal Stem Cells for the Therapy of Multiple Sclerosis,1,9
779,Mesenchymal Stem Cells Therapy in Patients With Recent Intracerebral Hemorrhage,1,9
780,Multiple Dosing of Mesenchymal Stromal Cells in Patients With ARDS (COVID-19),1,9
781,The Clinical Trial of ADR-001 for IgA Nephropathy,1,9
782,"Evaluating Safety, Tolerability, and Efficacy of Autologous MitoCell Transplantation in Subjects With Idiopathic Parkinson's Disease",1,9
783,Mesenchymal Stem Cells in the Treatment of Relapsed/Refractory Severe Acquired Aplastic Anemia,1,9
784,AllogeneiC Expanded Human MSC Therapy in Patients Recovering From COVID-19 Acute Respiratory Distress Trial,1,9
785,Human Mesenchymal Stem Cells For Acute Respiratory Distress Syndrome,1,9
786,Evaluate the Safety and Feasibility of Injecting PMD-MSC Into the Penis to Treat the Symptoms of Mild to Moderate ED,1,8
787,Expansion of Umbilical Cord Blood Using a Unique Bio-system,1,8
788,Effectiveness of Adipose Tissue Derived Mesenchymal Stem Cells as Osteogenic Component in Composite Grafts,1,8
789,Treatment of Early Knee Osteoarthritis With Autologous Adipose-derived Mesenchymal Stem Cells,1,8
790,Autologous Mesenchymal Stromal Cells for Multiple Sclerosis,1,8
791,A Study to Evaluate the Potential Role of Mesenchymal Stem Cells in the Treatment of Idiopathic Pulmonary Fibrosis,1,8
792,Exploiting Epigenome Editing in Kabuki Syndrome: a New Route Towards Gene Therapy for Rare Genetic Disorders,1,8
793,Autologous Adipose Derived MSCs Transplantation in Patient With Spinal Cord Injury.,1,8
794,Innovative Treatment for Scarred Vocal Cords by Local Injection of Autologous Stromal Vascular Fraction,1,8
795,Comparison of Phicogenic vs. Xenogeneic Biomaterial for Maxillary Sinus Floor Elevation,1,8
796,Long-term Follow-up of Phase 1 Clinical Trial of CS10BR05(CS10BR05-MSA101),1,8
797,Long-term Safety and Efficacy Follow-up Study of PNEUMOSTEM® in Patients Who Completed PNEUMOSTEM® Phase-I Study,1,8
798,Prospective Randomized Study of Mesenchymal Stem Cell Therapy in Patients Undergoing Cardiac Surgery (PROMETHEUS),1,9
799,A Study to Evaluate the Safety of ALLO-ASC-CD for Treatment of Crohn's Disease,1,9
800,Mesenchymal Stem Cells for The Treatment of Acute Ischemic Stroke,1,9
801,Human Umbilical Cord-derived Mesenchymal Stem Cells for Decompensated Cirrhosis (MSC-DLC-1),1,9
802,Safety of FURESTEM-CD Inj. in Patients With Moderate to Severe Plaque-type Psoriasis,1,9
803,Autologous Adipose Derived Mesenchymal Stromal Cells Transplantation in Women With Premature Ovarian Failure (POF),1,9
804,Autologous Mesenchymal Stem Cells Transplantation for Spinal Cord Injury- A Phase I Clinical Study,1,9
805,Allogeneic Human Cells (hMSC)in Patients With Idiopathic Pulmonary Fibrosis Via Intravenous Delivery (AETHER),1,9
806,Cellular Therapy for Extreme Preterm Infants at Risk of Developing Bronchopulmonary Dysplasia,1,9
807,A Follow-up Study to Evaluate the Safety of ALLO-ASC-CD in ALLO-ASC-CD-101 Clinical Trial,1,9
808,Treatment of Severe Osteogenesis Imperfecta by Allogeneic Bone Marrow Transplantation,1,9
809,Safety of Wharton Jelly in Erectile Dysfunction,1,9
810,Mesenchymal Stem Cells for Prevention of Bronchopulmonary Dysplasia in Infants,1,9
811,The Safety and The Efficacy Evaluation of NEUROSTEM®-AD in Patients With Alzheimer's Disease,1,9
812,the Safety and the Efficacy Evaluation of Allogenic Adipose MSC-Exos in Patients With Alzheimer's Disease,1,9
813,Allogenic Mesenchymal Stem Cell for Bone Defect or Non Union Fracture,1,9
814,Mesenchymal Stem Cell Transplantation in MS,1,9
815,Implantation of Allogenic Mesenchymal Stem Cell From Umbilical Cord Blood for Osteoarthritis Management,1,9
816,Use of Mesenchymal Stem Cells in Acute Respiratory Distress Syndrome Caused by COVID-19,1,9
817,Mesenchymal Stem Cells for The Treatment of Chronic Obstructive Pulmonary Disease,1,9
818,Phase 1 Clinical Trial of PNEUMOSTEM® Treatment in Premature Infants With Intraventricular Hemorrhage,1,9
819,Safety and Efficacy Study of Human Umbilical Cord-Derived Mesenchymal Stem Cells(BC-U001) for Rheumatoid Arthritis,1,9
820,Mesenchymal Stem Cell for Acute Respiratory Distress Syndrome Due for COVID-19,1,10
